"wavenumber","intensity"
674.9918,0.4776933
678.8489,0.4880534
682.706,0.4880534
686.5631,0.4922996
690.4202,0.494783
694.2773,0.4947129
698.1344,0.4923618
701.9915,0.4896111
705.8486,0.4880016
709.7057,0.486721
713.5628,0.4854019
717.4199,0.485311
721.277,0.4854993
725.1341,0.4872406
728.9911,0.4886169
732.8483,0.4837935
736.7054,0.4741268
740.5624,0.4646037
744.4196,0.4577309
748.2767,0.4542972
752.1337,0.4525833
755.9908,0.4504527
759.848,0.4481288
763.705,0.4448703
767.5621,0.4403268
771.4193,0.436934
775.2763,0.4341961
779.1334,0.4312616
782.9905,0.4287697
786.8476,0.4267875
790.7047,0.4247664
794.5618,0.4232881
798.4189,0.4210962
802.276,0.4178652
806.1331,0.4142652
809.9902,0.4115048
813.8473,0.4089772
817.7043,0.4060084
821.5615,0.4025733
825.4186,0.4008634
829.2756,0.3998876
833.1328,0.3991291
836.9899,0.3985403
840.8469,0.3975379
844.704,0.3956355
848.5612,0.3941698
852.4182,0.3931413
856.2753,0.3918368
860.1324,0.3900763
863.9895,0.3894165
867.8466,0.3888331
871.7037,0.389084
875.5608,0.390304
879.4179,0.3912986
883.275,0.3914168
887.1321,0.3915803
890.9892,0.3925197
894.8463,0.395326
898.7034,0.4009119
902.5605,0.4091786
906.4176,0.4147176
910.2747,0.4145893
914.1318,0.4147686
917.9889,0.4189471
921.8459,0.4264318
925.7031,0.4387979
929.5602,0.4575478
933.4172,0.473836
937.2744,0.4684599
941.1315,0.4466597
944.9885,0.4272422
948.8456,0.4164052
952.7028,0.4110228
956.5598,0.4073447
960.4169,0.4036302
964.274,0.4007312
968.1311,0.3990563
971.9882,0.3982039
975.8453,0.3984521
979.7024,0.4002666
983.5595,0.4031849
987.4166,0.4060322
991.2737,0.4071306
995.1308,0.4081266
998.9879,0.4098519
1002.845,0.4117078
1006.702,0.4144504
1010.559,0.4176338
1014.416,0.4189554
1018.273,0.4183732
1022.13,0.4179386
1025.988,0.4195199
1029.845,0.4219395
1033.702,0.4260277
1037.559,0.4308063
1041.416,0.4328259
1045.273,0.4311128
1049.13,0.4281079
1052.987,0.426962
1056.844,0.4282015
1060.701,0.4300457
1064.559,0.4302539
1068.416,0.4262194
1072.273,0.4211661
1076.13,0.4185623
1079.987,0.4184119
1083.844,0.4194719
1087.701,0.4208787
1091.558,0.4218496
1095.415,0.4228267
1099.272,0.4230299
1103.13,0.4228552
1106.987,0.4225357
1110.844,0.4220638
1114.701,0.4226456
1118.558,0.4243164
1122.415,0.427312
1126.272,0.4318369
1130.129,0.4388693
1133.986,0.4512391
1137.843,0.4639327
1141.7,0.4696481
1145.558,0.4695901
1149.415,0.4655114
1153.272,0.4582941
1157.129,0.4515698
1160.986,0.4490402
1164.843,0.4515314
1168.7,0.4587933
1172.557,0.4709543
1176.414,0.4839653
1180.271,0.4908208
1184.129,0.4903964
1187.986,0.4909918
1191.843,0.4997213
1195.7,0.513047
1199.557,0.5174083
1203.414,0.5077537
1207.271,0.4928873
1211.128,0.4824769
1214.985,0.4789988
1218.842,0.480574
1222.699,0.4854201
1226.557,0.4883758
1230.414,0.4890506
1234.271,0.491237
1238.128,0.4942688
1241.985,0.497197
1245.842,0.5005535
1249.699,0.5042931
1253.556,0.5077214
1257.413,0.5114501
1261.271,0.5160779
1265.128,0.521134
1268.985,0.5253955
1272.842,0.5278445
1276.699,0.5268334
1280.556,0.5212051
1284.413,0.5125718
1288.27,0.5046141
1292.127,0.4995013
1295.984,0.4966761
1299.841,0.4954244
1303.698,0.494225
1307.556,0.4913211
1311.413,0.48738
1315.27,0.484309
1319.127,0.4831003
1322.984,0.4833215
1326.841,0.4845268
1330.698,0.4851679
1334.555,0.4853688
1338.412,0.4862088
1342.27,0.4885231
1346.127,0.4914563
1349.984,0.4950211
1353.841,0.49879
1357.698,0.5025414
1361.555,0.5064633
1365.412,0.511148
1369.269,0.5140179
1373.126,0.5131093
1376.983,0.5086209
1380.84,0.5037396
1384.698,0.4996427
1388.555,0.4958859
1392.412,0.4910299
1396.269,0.4855973
1400.126,0.4833272
1403.983,0.4853983
1407.84,0.4922098
1411.697,0.503724
1415.554,0.5144066
1419.411,0.5156963
1423.269,0.5101414
1427.125,0.5065413
1430.983,0.506031
1434.84,0.5075742
1438.697,0.5090668
1442.554,0.5083442
1446.411,0.506146
1450.268,0.5061017
1454.125,0.5074401
1457.982,0.5127653
1461.839,0.5192394
1465.697,0.5205787
1469.554,0.518721
1473.411,0.5191301
1477.268,0.5166963
1481.125,0.5071056
1484.982,0.4967896
1488.839,0.4913829
1492.696,0.4926392
1496.553,0.4960128
1500.41,0.500585
1504.268,0.5036893
1508.125,0.5103847
1511.982,0.5173481
1515.839,0.5206892
1519.696,0.5242112
1523.553,0.5292993
1527.41,0.5321869
1531.267,0.5316057
1535.124,0.5294818
1538.981,0.525453
1542.838,0.5225194
1546.696,0.5222195
1550.553,0.5201162
1554.41,0.5162505
1558.267,0.5125875
1562.124,0.5136763
1565.981,0.5123231
1569.838,0.5081874
1573.695,0.5038214
1577.552,0.4985245
1581.409,0.4940473
1585.267,0.4903581
1589.124,0.4880186
1592.981,0.4878263
1596.838,0.4902798
1600.695,0.4951966
1604.552,0.5017024
1608.409,0.5081388
1612.266,0.5129709
1616.123,0.5180355
1619.98,0.5240207
1623.837,0.5277098
1627.695,0.5307944
1631.552,0.5317807
1635.409,0.529935
1639.266,0.5266055
1643.123,0.5231242
1646.98,0.5169467
1650.837,0.5110955
1654.694,0.5061328
1658.551,0.5033118
1662.408,0.4984989
1666.266,0.4921421
1670.123,0.4828577
1673.98,0.4701634
1677.837,0.4551336
1681.694,0.4370797
1685.551,0.4080026
1689.408,0.3899363
1693.265,0.3796465
1697.122,0.3723101
1700.979,0.3662534
1704.837,0.3640617
1708.694,0.3622391
1712.551,0.3616388
1716.408,0.3609139
1720.265,0.3610905
1724.122,0.3609
1727.979,0.3611833
1731.836,0.3609515
1735.693,0.3619192
1739.55,0.3617208
1743.407,0.3597581
1747.265,0.3561893
1751.122,0.3528207
1754.979,0.3503226
1758.836,0.3482678
1762.693,0.3455501
1766.55,0.3435093
1770.407,0.3418933
1774.264,0.3409365
1778.121,0.3398516
1781.978,0.33898
1785.836,0.3382021
1789.693,0.3378334
1793.55,0.3374945
1797.407,0.3373628
1801.264,0.3373086
1805.121,0.3373248
1808.978,0.3372852
1812.835,0.3373171
1816.692,0.337218
1820.549,0.3373585
1824.406,0.337217
1828.264,0.3371774
1832.121,0.3370327
1835.978,0.336984
1839.835,0.3369146
1843.692,0.3371504
1847.549,0.3373372
1851.406,0.3374619
1855.263,0.3373319
1859.12,0.3373973
1862.977,0.337717
1866.835,0.3382512
1870.692,0.338857
1874.549,0.3392058
1878.406,0.3392572
1882.263,0.3394139
1886.12,0.3395323
1889.977,0.3395636
1893.834,0.3393662
1897.691,0.3391517
1901.548,0.339019
1905.406,0.3388796
1909.263,0.3388875
1913.12,0.3389355
1916.977,0.3388181
1920.834,0.3388235
1924.691,0.3389953
1928.548,0.3391261
1932.405,0.3390083
1936.262,0.3391598
1940.119,0.3395389
1943.976,0.3397047
1947.834,0.3397151
1951.691,0.3397233
1955.548,0.3398486
1959.405,0.3402206
1963.262,0.3405116
1967.119,0.3408956
1970.976,0.3411158
1974.833,0.341282
1978.69,0.3414321
1982.547,0.3414306
1986.405,0.341484
1990.262,0.3417149
1994.119,0.3419074
1997.976,0.3421546
2001.833,0.3424268
2005.69,0.3425112
2009.547,0.3426135
2013.404,0.3429892
2017.261,0.3433022
2021.118,0.3435929
2024.975,0.3438129
2028.833,0.3441027
2032.69,0.3444772
2036.547,0.3446827
2040.404,0.3448257
2044.261,0.3449812
2048.118,0.3453254
2051.975,0.3456068
2055.832,0.3455183
2059.689,0.345261
2063.546,0.3453508
2067.404,0.3455535
2071.261,0.3455963
2075.118,0.3455628
2078.975,0.3455968
2082.832,0.3459139
2086.689,0.3462803
2090.546,0.3462725
2094.403,0.3461629
2098.26,0.3461504
2102.117,0.3460863
2105.975,0.3459694
2109.832,0.3461597
2113.689,0.3462735
2117.546,0.3462907
2121.403,0.3460943
2125.26,0.3459122
2129.117,0.3461337
2132.974,0.3463242
2136.831,0.3464278
2140.688,0.3468159
2144.545,0.3470415
2148.403,0.3471075
2152.26,0.3472261
2156.117,0.3473101
2159.974,0.3470539
2163.831,0.346639
2167.688,0.3464244
2171.545,0.3461227
2175.402,0.345689
2179.259,0.3455185
2183.116,0.3455929
2186.974,0.3458149
2190.831,0.3459092
2194.688,0.3458126
2198.545,0.3455062
2202.402,0.3452049
2206.259,0.3450504
2210.116,0.345111
2213.973,0.3450529
2217.83,0.3450531
2221.688,0.3451329
2225.544,0.3449434
2229.402,0.3446772
2233.259,0.3447526
2237.116,0.3448827
2240.973,0.3447004
2244.83,0.3444594
2248.687,0.3444858
2252.544,0.3445628
2256.401,0.3446717
2260.258,0.3446739
2264.115,0.3444041
2267.973,0.3441264
2271.83,0.3441287
2275.687,0.3443375
2279.544,0.3443653
2283.401,0.3440578
2287.258,0.3439674
2291.115,0.3441521
2294.972,0.3442459
2298.829,0.3441478
2302.687,0.3443315
2306.543,0.3445103
2310.401,0.3445752
2314.258,0.3443911
2318.115,0.3443864
2321.972,0.3449067
2325.829,0.3452235
2329.686,0.3446028
2333.543,0.3437066
2337.4,0.3439606
2341.257,0.3441741
2345.115,0.3435095
2348.972,0.3433448
2352.829,0.343552
2356.686,0.3435653
2360.543,0.3437456
2364.4,0.3437505
2368.257,0.3440118
2372.114,0.3442376
2375.971,0.3445107
2379.828,0.344678
2383.686,0.3445629
2387.542,0.3443519
2391.4,0.3440508
2395.257,0.3438565
2399.114,0.3437884
2402.971,0.3441683
2406.828,0.3444277
2410.685,0.3442827
2414.542,0.3442407
2418.399,0.3442508
2422.256,0.3442956
2426.114,0.3442554
2429.971,0.3442042
2433.828,0.344411
2437.685,0.3444989
2441.542,0.344532
2445.399,0.3446177
2449.256,0.3449699
2453.113,0.3452901
2456.97,0.3457059
2460.827,0.3461198
2464.685,0.34641
2468.542,0.3466859
2472.399,0.3471723
2476.256,0.3476723
2480.113,0.3477812
2483.97,0.3477446
2487.827,0.3479673
2491.684,0.348073
2495.541,0.3482214
2499.398,0.3483077
2503.255,0.3482023
2507.113,0.3482334
2510.97,0.3486235
2514.827,0.3489276
2518.684,0.3492278
2522.541,0.3496463
2526.398,0.3501146
2530.255,0.3504718
2534.112,0.3507876
2537.969,0.3511027
2541.826,0.3513264
2545.684,0.3515044
2549.541,0.3517232
2553.398,0.3524416
2557.255,0.3534198
2561.112,0.3539693
2564.969,0.3544679
2568.826,0.3550126
2572.683,0.3557233
2576.54,0.3568928
2580.397,0.357961
2584.254,0.3586901
2588.112,0.3591548
2591.969,0.3594144
2595.826,0.3594086
2599.683,0.3590396
2603.54,0.3588476
2607.397,0.3587445
2611.254,0.3583279
2615.111,0.3577556
2618.968,0.3572777
2622.825,0.3568321
2626.683,0.3568353
2630.54,0.3569762
2634.397,0.3570794
2638.254,0.3575513
2642.111,0.3581032
2645.968,0.3587207
2649.825,0.3595335
2653.682,0.3602676
2657.539,0.3611068
2661.396,0.3618274
2665.253,0.36234
2669.111,0.3629033
2672.968,0.3636803
2676.825,0.3646227
2680.682,0.3652743
2684.539,0.3658071
2688.396,0.3664485
2692.253,0.3670532
2696.11,0.3676002
2699.967,0.3679062
2703.824,0.3681407
2707.682,0.3684882
2711.539,0.3690508
2715.396,0.3697743
2719.253,0.3709916
2723.11,0.3726732
2726.967,0.3747172
2730.824,0.3770312
2734.681,0.3793143
2738.538,0.3811924
2742.396,0.3824825
2746.252,0.3835195
2750.109,0.3844778
2753.967,0.3849225
2757.824,0.3855253
2761.681,0.386381
2765.538,0.3873029
2769.395,0.3880383
2773.252,0.3887921
2777.109,0.3896317
2780.966,0.3907404
2784.823,0.3917997
2788.681,0.3930442
2792.538,0.3949671
2796.395,0.3975915
2800.252,0.4002817
2804.109,0.4027733
2807.966,0.4049707
2811.823,0.4076103
2815.68,0.4111975
2819.537,0.4146948
2823.395,0.4179381
2827.251,0.4210516
2831.108,0.4241243
2834.966,0.4285549
2838.823,0.4362117
2842.68,0.4485286
2846.537,0.4639935
2850.394,0.4786083
2854.251,0.4884144
2858.108,0.4929714
2861.965,0.4937626
