"wavenumber","intensity"
674.9918,0.3867701
678.8489,0.4174158
682.706,0.4174158
686.5631,0.4311146
690.4202,0.438628
694.2773,0.4374231
698.1344,0.4280652
701.9915,0.4173281
705.8486,0.4080128
709.7057,0.4014865
713.5628,0.3974794
717.4199,0.3945612
721.277,0.3924668
725.1341,0.3957763
728.9911,0.4005253
732.8483,0.3909387
736.7054,0.3673947
740.5624,0.3453372
744.4196,0.3309242
748.2767,0.3235643
752.1337,0.3177797
755.9908,0.312129
759.848,0.3061985
763.705,0.2997462
767.5621,0.2920242
771.4193,0.28472
775.2763,0.2780046
779.1334,0.2725987
782.9905,0.2671377
786.8476,0.2622097
790.7047,0.2593068
794.5618,0.2588301
798.4189,0.2559005
802.276,0.2498493
806.1331,0.2431367
809.9902,0.2387872
813.8473,0.235668
817.7043,0.2334931
821.5615,0.231107
825.4186,0.2291661
829.2756,0.2278954
833.1328,0.2275556
836.9899,0.227074
840.8469,0.2273481
844.704,0.2272207
848.5612,0.2258173
852.4182,0.2235006
856.2753,0.2212407
860.1324,0.2189176
863.9895,0.2173546
867.8466,0.2157646
871.7037,0.2145937
875.5608,0.2138042
879.4179,0.2142671
883.275,0.2145459
887.1321,0.215241
890.9892,0.2159407
894.8463,0.2191318
898.7034,0.2269753
902.5605,0.2410458
906.4176,0.2509014
910.2747,0.2488816
914.1318,0.2469454
917.9889,0.2534972
921.8459,0.2663209
925.7031,0.2884337
929.5602,0.3276892
933.4172,0.3685963
937.2744,0.3607896
941.1315,0.3129358
944.9885,0.2745498
948.8456,0.2549815
952.7028,0.2449047
956.5598,0.2389
960.4169,0.2347306
964.274,0.2317863
968.1311,0.2305365
971.9882,0.2307468
975.8453,0.2315508
979.7024,0.2339742
983.5595,0.2389211
987.4166,0.2433951
991.2737,0.2442039
995.1308,0.2450654
998.9879,0.2475995
1002.845,0.2512308
1006.702,0.2559109
1010.559,0.2611388
1014.416,0.264225
1018.273,0.2644919
1022.13,0.264501
1025.988,0.2663621
1029.845,0.2706724
1033.702,0.2778515
1037.559,0.286945
1041.416,0.2926434
1045.273,0.2905909
1049.13,0.2856897
1052.987,0.284111
1056.844,0.2860945
1060.701,0.2899914
1064.559,0.2921689
1068.416,0.2871156
1072.273,0.2786999
1076.13,0.274228
1079.987,0.274257
1083.844,0.2767185
1087.701,0.2799628
1091.558,0.2824121
1095.415,0.2835462
1099.272,0.284407
1103.13,0.2850094
1106.987,0.2846473
1110.844,0.2841936
1114.701,0.2854276
1118.558,0.2884154
1122.415,0.2929552
1126.272,0.2996321
1130.129,0.3115509
1133.986,0.3331599
1137.843,0.3569205
1141.7,0.3678466
1145.558,0.3688822
1149.415,0.3634934
1153.272,0.3505433
1157.129,0.3383206
1160.986,0.3340094
1164.843,0.3374481
1168.7,0.3487224
1172.557,0.3702703
1176.414,0.3983934
1180.271,0.4164493
1184.129,0.4177505
1187.986,0.4209654
1191.843,0.4464802
1195.7,0.4916838
1199.557,0.5152116
1203.414,0.4863109
1207.271,0.4392989
1211.128,0.4075391
1214.985,0.3950891
1218.842,0.3979094
1222.699,0.4102584
1226.557,0.4166135
1230.414,0.4175256
1234.271,0.4231111
1238.128,0.4302665
1241.985,0.4370321
1245.842,0.4450404
1249.699,0.4544976
1253.556,0.464907
1257.413,0.4765561
1261.271,0.4920102
1265.128,0.5118945
1268.985,0.5336913
1272.842,0.5516706
1276.699,0.5555845
1280.556,0.5387214
1284.413,0.5081705
1288.27,0.4782005
1292.127,0.4576741
1295.984,0.4465625
1299.841,0.4419062
1303.698,0.4386703
1307.556,0.4314865
1311.413,0.421674
1315.27,0.4136823
1319.127,0.4100682
1322.984,0.411583
1326.841,0.4151833
1330.698,0.4166598
1334.555,0.4163829
1338.412,0.4185573
1342.27,0.4242935
1346.127,0.4315663
1349.984,0.4416392
1353.841,0.4537131
1357.698,0.4652452
1361.555,0.4779689
1365.412,0.4933878
1369.269,0.5053837
1373.126,0.5067804
1376.983,0.4928676
1380.84,0.476334
1384.698,0.4636383
1388.555,0.4512956
1392.412,0.4382397
1396.269,0.425501
1400.126,0.419658
1403.983,0.423416
1407.84,0.4398067
1411.697,0.4739651
1415.554,0.5123307
1419.411,0.5174609
1423.269,0.493273
1427.125,0.4780215
1430.983,0.4758176
1434.84,0.4807778
1438.697,0.4836622
1442.554,0.4809948
1446.411,0.476942
1450.268,0.4780125
1454.125,0.4846478
1457.982,0.5041732
1461.839,0.5273442
1465.697,0.5363481
1469.554,0.5340379
1473.411,0.5415698
1477.268,0.5326963
1481.125,0.4956014
1484.982,0.4618299
1488.839,0.4462596
1492.696,0.4480451
1496.553,0.4574023
1500.41,0.4709625
1504.268,0.4813802
1508.125,0.5033342
1511.982,0.5256051
1515.839,0.541783
1519.696,0.5607359
1523.553,0.5801204
1527.41,0.5916513
1531.267,0.5956588
1535.124,0.5958723
1538.981,0.5923379
1542.838,0.5905434
1546.696,0.5956944
1550.553,0.5975124
1554.41,0.5952526
1558.267,0.586653
1562.124,0.5803069
1565.981,0.5720391
1569.838,0.5523207
1573.695,0.5288683
1577.552,0.5009488
1581.409,0.4797645
1585.267,0.4658187
1589.124,0.457179
1592.981,0.4563827
1596.838,0.4629096
1600.695,0.4772173
1604.552,0.4981278
1608.409,0.5200328
1612.266,0.5373557
1616.123,0.5556141
1619.98,0.5751809
1623.837,0.5878313
1627.695,0.5947208
1631.552,0.5960405
1635.409,0.5930516
1639.266,0.590965
1643.123,0.5909157
1646.98,0.5886767
1650.837,0.5876684
1654.694,0.5908414
1658.551,0.5940328
1662.408,0.5890825
1666.266,0.5740669
1670.123,0.542419
1673.98,0.499841
1677.837,0.4583689
1681.694,0.4172208
1685.551,0.360127
1689.408,0.3258568
1693.265,0.3052785
1697.122,0.288806
1700.979,0.2740626
1704.837,0.2673745
1708.694,0.2620294
1712.551,0.259661
1716.408,0.2568044
1720.265,0.2552502
1724.122,0.253739
1727.979,0.2539011
1731.836,0.2544888
1735.693,0.2561369
1739.55,0.2541377
1743.407,0.2495248
1747.265,0.2423612
1751.122,0.2353315
1754.979,0.2318576
1758.836,0.2304608
1762.693,0.2248383
1766.55,0.2186443
1770.407,0.2139881
1774.264,0.2106092
1778.121,0.2082203
1781.978,0.2067946
1785.836,0.205399
1789.693,0.2046218
1793.55,0.2038492
1797.407,0.2035424
1801.264,0.2030901
1805.121,0.2029246
1808.978,0.2029324
1812.835,0.2031153
