"wavenumber","intensity"
674.9918,0.451895
678.8489,0.4705925
682.706,0.4708886
686.5631,0.4846632
690.4202,0.4909122
694.2773,0.4804969
698.1344,0.4724183
701.9915,0.4719871
705.8486,0.4704975
709.7057,0.4652559
713.5628,0.4629399
717.4199,0.4565993
721.277,0.4496034
725.1341,0.4493628
728.9911,0.4542185
732.8483,0.4429976
736.7054,0.4156849
740.5624,0.3833412
744.4196,0.3536892
748.2767,0.3331809
752.1337,0.3204746
755.9908,0.3076134
759.848,0.2929857
763.705,0.2801742
767.5621,0.2678434
771.4193,0.2553225
775.2763,0.2432313
779.1334,0.2338631
782.9905,0.2240765
786.8476,0.2141236
790.7047,0.2075342
794.5618,0.2066409
798.4189,0.2015849
802.276,0.184113
806.1331,0.162041
809.9902,0.1431202
813.8473,0.1293081
817.7043,0.1174924
821.5615,0.1073494
825.4186,0.1029326
829.2756,0.1007678
833.1328,0.09962791
836.9899,0.09830317
840.8469,0.0956095
844.704,0.09125412
848.5612,0.08661083
852.4182,0.080917
856.2753,0.07473613
860.1324,0.07279789
863.9895,0.07305048
867.8466,0.07323282
871.7037,0.07908332
875.5608,0.08829162
879.4179,0.09531027
883.275,0.1007471
887.1321,0.1065273
890.9892,0.1144905
894.8463,0.1290939
898.7034,0.1547947
902.5605,0.1949411
906.4176,0.2267466
910.2747,0.227705
914.1318,0.2252287
917.9889,0.2392447
921.8459,0.2655217
925.7031,0.3099829
929.5602,0.3803007
933.4172,0.4431435
937.2744,0.4239008
941.1315,0.3433937
944.9885,0.2684972
948.8456,0.2205004
952.7028,0.1900538
956.5598,0.169113
960.4169,0.1543292
964.274,0.1451238
968.1311,0.1425988
971.9882,0.1442662
975.8453,0.1493021
979.7024,0.1618781
983.5595,0.1810489
987.4166,0.2019544
991.2737,0.2160768
995.1308,0.2280776
998.9879,0.2414119
1002.845,0.2545061
1006.702,0.2671202
1010.559,0.2770844
1014.416,0.2819971
1018.273,0.2836397
1022.13,0.2858907
1025.988,0.2946
1029.845,0.3101169
1033.702,0.3263268
1037.559,0.3418868
1041.416,0.3497417
1045.273,0.3389473
1049.13,0.3198498
1052.987,0.3073298
1056.844,0.3027692
