"wavenumber","intensity"
674.9918,0.5263536
678.8489,0.569598
682.706,0.569598
686.5631,0.5965948
690.4202,0.6060998
694.2773,0.5950704
698.1344,0.5831237
701.9915,0.5728621
705.8486,0.5608228
709.7057,0.5558149
713.5628,0.549943
717.4199,0.53656
721.277,0.5344679
725.1341,0.5421515
728.9911,0.5474782
732.8483,0.5298821
736.7054,0.4877148
740.5624,0.4450403
744.4196,0.4174841
748.2767,0.4036722
752.1337,0.392499
755.9908,0.3778085
759.848,0.3619876
763.705,0.3427167
767.5621,0.3222383
771.4193,0.3054614
775.2763,0.2954858
779.1334,0.2861165
782.9905,0.2723098
786.8476,0.2614421
790.7047,0.2574959
794.5618,0.257502
798.4189,0.250418
802.276,0.2291474
806.1331,0.2045963
809.9902,0.1858385
813.8473,0.1708182
817.7043,0.1578393
821.5615,0.1481496
825.4186,0.1430175
829.2756,0.1400157
833.1328,0.1395656
836.9899,0.1380004
840.8469,0.1330875
844.704,0.1285188
848.5612,0.1257886
852.4182,0.1210658
856.2753,0.1175051
860.1324,0.1164037
863.9895,0.1176783
867.8466,0.1207556
871.7037,0.1291027
875.5608,0.1388325
879.4179,0.1441598
883.275,0.1493638
887.1321,0.1585238
890.9892,0.1688573
894.8463,0.1826089
898.7034,0.2081295
902.5605,0.250194
906.4176,0.2873149
910.2747,0.298021
914.1318,0.3017703
917.9889,0.3151122
921.8459,0.3393438
925.7031,0.3873197
929.5602,0.4708276
933.4172,0.5571955
937.2744,0.5471761
941.1315,0.4430006
944.9885,0.3463627
948.8456,0.2909092
952.7028,0.2620511
956.5598,0.2448635
960.4169,0.2340338
964.274,0.2297668
968.1311,0.2326772
971.9882,0.2409738
975.8453,0.2526451
979.7024,0.2734571
983.5595,0.3017073
987.4166,0.3299236
991.2737,0.3499973
995.1308,0.3695014
998.9879,0.3940583
1002.845,0.4145589
1006.702,0.4295281
1010.559,0.44226
1014.416,0.4475634
1018.273,0.4455913
1022.13,0.4483853
1025.988,0.459744
1029.845,0.4736564
1033.702,0.4895083
1037.559,0.5039064
1041.416,0.5094122
1045.273,0.4934179
1049.13,0.4637554
1052.987,0.4419169
1056.844,0.4304403
1060.701,0.426982
1064.559,0.4195275
1068.416,0.3950175
1072.273,0.3662959
1076.13,0.349574
1079.987,0.3449182
1083.844,0.3481476
1087.701,0.3554787
1091.558,0.3621594
1095.415,0.362652
1099.272,0.3613445
1103.13,0.3600266
1106.987,0.3595286
1110.844,0.3593871
1114.701,0.3565492
1118.558,0.3532599
1122.415,0.3551525
1126.272,0.3612156
1130.129,0.3836428
1133.986,0.4361436
1137.843,0.4948896
1141.7,0.5168431
1145.558,0.5144301
1149.415,0.4962097
1153.272,0.4581301
1157.129,0.418135
1160.986,0.4020421
1164.843,0.411214
1168.7,0.4433306
1172.557,0.5016096
1176.414,0.5776088
1180.271,0.6273577
1184.129,0.6227337
1187.986,0.6190754
1191.843,0.6648617
1195.7,0.7408019
1199.557,0.7761899
1203.414,0.7318903
1207.271,0.6524521
1211.128,0.5884017
1214.985,0.55611
1218.842,0.5598997
1222.699,0.5907943
1226.557,0.6064162
1230.414,0.6061392
1234.271,0.6158454
1238.128,0.6311358
1241.985,0.6486147
1245.842,0.6675854
1249.699,0.687262
1253.556,0.7094321
1257.413,0.7328448
1261.271,0.7567971
1265.128,0.7857603
1268.985,0.8133465
1272.842,0.838357
1276.699,0.8468548
1280.556,0.8253743
1284.413,0.7840784
1288.27,0.7422272
1292.127,0.7058659
1295.984,0.6818448
1299.841,0.6726015
1303.698,0.6647822
1307.556,0.64887
1311.413,0.6255081
1315.27,0.6033716
1319.127,0.5947731
1322.984,0.6011385
1326.841,0.6135085
1330.698,0.6143574
1334.555,0.6091164
1338.412,0.6126282
