"wavenumber","intensity"
674.9918,0.5572617
678.8489,0.6234891
682.706,0.6234891
686.5631,0.6415017
690.4202,0.6516389
694.2773,0.6570453
698.1344,0.6477398
701.9915,0.6286768
705.8486,0.6050739
709.7057,0.5879924
713.5628,0.5803326
717.4199,0.5723879
721.277,0.564383
725.1341,0.5709289
728.9911,0.582624
732.8483,0.5566499
736.7054,0.5028037
740.5624,0.4544566
744.4196,0.4197874
748.2767,0.4033769
752.1337,0.3932936
755.9908,0.3791811
759.848,0.3586622
763.705,0.33586
767.5621,0.3172671
771.4193,0.2999587
775.2763,0.283587
779.1334,0.2708829
782.9905,0.258044
786.8476,0.2450573
790.7047,0.2393485
794.5618,0.2392791
798.4189,0.2311433
802.276,0.2116179
806.1331,0.1836264
809.9902,0.1572933
813.8473,0.1377796
817.7043,0.1247004
821.5615,0.1164841
825.4186,0.1125035
829.2756,0.1073813
833.1328,0.1012389
836.9899,0.09595585
840.8469,0.09013446
844.704,0.0845402
848.5612,0.08294283
852.4182,0.07993767
856.2753,0.07496887
860.1324,0.0723261
863.9895,0.07433552
867.8466,0.07954774
871.7037,0.08911776
875.5608,0.09958745
879.4179,0.1066222
883.275,0.1129656
887.1321,0.1223732
890.9892,0.132436
894.8463,0.1491056
898.7034,0.1812719
902.5605,0.2325032
906.4176,0.27952
910.2747,0.2955935
914.1318,0.299323
917.9889,0.3101766
921.8459,0.3325037
925.7031,0.3827123
929.5602,0.4760064
933.4172,0.5785089
937.2744,0.5615424
941.1315,0.4399464
944.9885,0.3397935
948.8456,0.2860502
952.7028,0.2561105
956.5598,0.2369978
960.4169,0.2306598
964.274,0.2320843
968.1311,0.2403825
971.9882,0.2568937
975.8453,0.2799109
979.7024,0.3100344
983.5595,0.3445864
987.4166,0.379701
991.2737,0.4082289
995.1308,0.4381325
998.9879,0.4721817
1002.845,0.4989036
1006.702,0.51671
1010.559,0.5303459
1014.416,0.5383376
1018.273,0.5376081
1022.13,0.5388696
1025.988,0.5515911
1029.845,0.5715057
1033.702,0.5890209
1037.559,0.6040672
1041.416,0.6087475
1045.273,0.5897425
1049.13,0.5566217
1052.987,0.5301781
1056.844,0.5158163
1060.701,0.5133875
1064.559,0.5043147
1068.416,0.4761136
